#,,,,,,,"generated_by='OpenQuake engine 3.12.0-gitf8d01fc', start_date='2021-04-26T19:36:09', checksum=1546346122, risk_investigation_time=1.0, kind='agg_curves-quantile-0.05'"
50,1.01187E+06,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,2.38266E-05,2.00000E-02
100,5.55883E+06,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,1.30894E-04,1.00000E-02
250,1.91303E+07,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,4.50464E-04,4.00000E-03
500,3.34622E+07,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,7.87938E-04,2.00000E-03
1000,5.25500E+07,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,1.23740E-03,1.00000E-03
2500,7.75943E+07,structural,Canada,East,Nova Scotia / Nouvelle-Écosse,1.82712E-03,4.00000E-04
2500,3.92433E+02,contents,Canada,East,Nunavut,1.12534E-05,4.00000E-04
2500,3.90201E+02,nonstructural,Canada,East,Nunavut,2.86152E-06,4.00000E-04
2500,4.09553E+04,structural,Canada,East,Nunavut,1.11523E-03,4.00000E-04
10,9.30852E+03,contents,Canada,East,Ontario,2.15856E-08,1.00000E-01
25,1.12779E+06,contents,Canada,East,Ontario,2.61524E-06,4.00000E-02
50,5.90064E+06,contents,Canada,East,Ontario,1.36831E-05,2.00000E-02
100,2.05054E+07,contents,Canada,East,Ontario,4.75501E-05,1.00000E-02
250,7.21365E+07,contents,Canada,East,Ontario,1.67278E-04,4.00000E-03
500,1.53417E+08,contents,Canada,East,Ontario,3.55761E-04,2.00000E-03
1000,3.26924E+08,contents,Canada,East,Ontario,7.58107E-04,1.00000E-03
2500,7.11148E+08,contents,Canada,East,Ontario,1.64909E-03,4.00000E-04
10,1.74006E+04,nonstructural,Canada,East,Ontario,9.63895E-09,1.00000E-01
25,2.16010E+06,nonstructural,Canada,East,Ontario,1.19657E-06,4.00000E-02
50,1.34289E+07,nonstructural,Canada,East,Ontario,7.43883E-06,2.00000E-02
100,5.13951E+07,nonstructural,Canada,East,Ontario,2.84699E-05,1.00000E-02
250,2.28860E+08,nonstructural,Canada,East,Ontario,1.26775E-04,4.00000E-03
500,5.15726E+08,nonstructural,Canada,East,Ontario,2.85682E-04,2.00000E-03
1000,1.32363E+09,nonstructural,Canada,East,Ontario,7.33214E-04,1.00000E-03
2500,2.98607E+09,nonstructural,Canada,East,Ontario,1.65411E-03,4.00000E-04
25,2.70794E-06,occupants,Canada,East,Ontario,1.99097E-13,4.00000E-02
50,7.03194E-03,occupants,Canada,East,Ontario,5.17014E-10,2.00000E-02
100,1.34200E-01,occupants,Canada,East,Ontario,9.86687E-09,1.00000E-02
250,1.80650E+00,occupants,Canada,East,Ontario,1.32821E-07,4.00000E-03
500,6.87789E+00,occupants,Canada,East,Ontario,5.05688E-07,2.00000E-03
1000,2.65835E+01,occupants,Canada,East,Ontario,1.95452E-06,1.00000E-03
2500,9.16367E+01,occupants,Canada,East,Ontario,6.73746E-06,4.00000E-04
10,3.37468E+05,structural,Canada,East,Ontario,5.13455E-07,1.00000E-01
25,2.12941E+07,structural,Canada,East,Ontario,3.23988E-05,4.00000E-02
50,8.56903E+07,structural,Canada,East,Ontario,1.30377E-04,2.00000E-02
100,2.24627E+08,structural,Canada,East,Ontario,3.41768E-04,1.00000E-02
250,6.07247E+08,structural,Canada,East,Ontario,9.23920E-04,4.00000E-03
500,1.05988E+09,structural,Canada,East,Ontario,1.61259E-03,2.00000E-03
1000,1.63722E+09,structural,Canada,East,Ontario,2.49102E-03,1.00000E-03
2500,2.80058E+09,structural,Canada,East,Ontario,4.26106E-03,4.00000E-04
50,1.41801E+03,contents,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,2.99761E-07,2.00000E-02
100,1.90846E+04,contents,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,4.03439E-06,1.00000E-02
250,1.01257E+05,contents,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,2.14052E-05,4.00000E-03
500,2.16294E+05,contents,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,4.57236E-05,2.00000E-03
1000,4.60593E+05,contents,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,9.73673E-05,1.00000E-03
2500,1.08994E+06,contents,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,2.30408E-04,4.00000E-04
50,2.42077E+03,nonstructural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.19369E-07,2.00000E-02
100,3.22848E+04,nonstructural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.59197E-06,1.00000E-02
250,2.00782E+05,nonstructural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,9.90060E-06,4.00000E-03
500,4.76927E+05,nonstructural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,2.35174E-05,2.00000E-03
1000,1.22565E+06,nonstructural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,6.04372E-05,1.00000E-03
2500,3.65352E+06,nonstructural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.80156E-04,4.00000E-04
1000,2.08609E-04,occupants,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.56241E-09,1.00000E-03
2500,6.09171E-03,occupants,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,4.56249E-08,4.00000E-04
25,3.05878E+02,structural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,4.28931E-08,4.00000E-02
50,1.30724E+05,structural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.83314E-05,2.00000E-02
100,1.15971E+06,structural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.62625E-04,1.00000E-02
250,4.47331E+06,structural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,6.27290E-04,4.00000E-03
500,7.87996E+06,structural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.10500E-03,2.00000E-03
1000,1.25839E+07,structural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,1.76463E-03,1.00000E-03
2500,1.91904E+07,structural,Canada,East,Prince Edward Island / Île-du-Prince-Édouard,2.69106E-03,4.00000E-04
5,5.21579E+00,contents,Canada,East,Quebec / Québec,2.18470E-11,2.00000E-01
10,2.55337E+05,contents,Canada,East,Quebec / Québec,1.06951E-06,1.00000E-01
25,3.49824E+06,contents,Canada,East,Quebec / Québec,1.46528E-05,4.00000E-02
50,1.44935E+07,contents,Canada,East,Quebec / Québec,6.07080E-05,2.00000E-02
100,4.34652E+07,contents,Canada,East,Quebec / Québec,1.82059E-04,1.00000E-02
250,1.42942E+08,contents,Canada,East,Quebec / Québec,5.98731E-04,4.00000E-03
500,2.94963E+08,contents,Canada,East,Quebec / Québec,1.23549E-03,2.00000E-03
1000,5.94548E+08,contents,Canada,East,Quebec / Québec,2.49034E-03,1.00000E-03
2500,1.51315E+09,contents,Canada,East,Quebec / Québec,6.33803E-03,4.00000E-04
5,1.57605E+01,nonstructural,Canada,East,Quebec / Québec,1.33416E-11,2.00000E-01
10,6.10937E+05,nonstructural,Canada,East,Quebec / Québec,5.17173E-07,1.00000E-01
25,9.67694E+06,nonstructural,Canada,East,Quebec / Québec,8.19177E-06,4.00000E-02
50,4.57108E+07,nonstructural,Canada,East,Quebec / Québec,3.86953E-05,2.00000E-02
100,1.61858E+08,nonstructural,Canada,East,Quebec / Québec,1.37016E-04,1.00000E-02
250,6.44784E+08,nonstructural,Canada,East,Quebec / Québec,5.45826E-04,4.00000E-03
500,1.44946E+09,nonstructural,Canada,East,Quebec / Québec,1.22701E-03,2.00000E-03
1000,3.00041E+09,nonstructural,Canada,East,Quebec / Québec,2.53993E-03,1.00000E-03
2500,7.85211E+09,nonstructural,Canada,East,Quebec / Québec,6.64701E-03,4.00000E-04
10,2.65852E-06,occupants,Canada,East,Quebec / Québec,3.21146E-13,1.00000E-01
25,3.40870E-02,occupants,Canada,East,Quebec / Québec,4.11766E-09,4.00000E-02
50,3.81387E-01,occupants,Canada,East,Quebec / Québec,4.60709E-08,2.00000E-02
100,2.18595E+00,occupants,Canada,East,Quebec / Québec,2.64059E-07,1.00000E-02
250,1.38241E+01,occupants,Canada,East,Quebec / Québec,1.66994E-06,4.00000E-03
500,3.71372E+01,occupants,Canada,East,Quebec / Québec,4.48612E-06,2.00000E-03
1000,8.98328E+01,occupants,Canada,East,Quebec / Québec,1.08517E-05,1.00000E-03
2500,2.79139E+02,occupants,Canada,East,Quebec / Québec,3.37196E-05,4.00000E-04
5,1.20139E+03,structural,Canada,East,Quebec / Québec,3.09927E-09,2.00000E-01
10,9.62507E+06,structural,Canada,East,Quebec / Québec,2.48301E-05,1.00000E-01
25,1.01085E+08,structural,Canada,East,Quebec / Québec,2.60771E-04,4.00000E-02
50,3.30051E+08,structural,Canada,East,Quebec / Québec,8.51442E-04,2.00000E-02
100,7.12682E+08,structural,Canada,East,Quebec / Québec,1.83853E-03,1.00000E-02
250,1.37191E+09,structural,Canada,East,Quebec / Québec,3.53916E-03,4.00000E-03
500,2.12212E+09,structural,Canada,East,Quebec / Québec,5.47449E-03,2.00000E-03
1000,3.24425E+09,structural,Canada,East,Quebec / Québec,8.36931E-03,1.00000E-03
2500,6.19805E+09,structural,Canada,East,Quebec / Québec,1.59893E-02,4.00000E-04
50,1.21595E+03,contents,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,8.27027E-08,2.00000E-02
100,1.47433E+04,contents,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1.00277E-06,1.00000E-02
250,1.04390E+05,contents,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,7.10008E-06,4.00000E-03
500,2.70138E+05,contents,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1.83735E-05,2.00000E-03
1000,5.12588E+05,contents,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,3.48637E-05,1.00000E-03
2500,8.43058E+05,contents,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,5.73407E-05,4.00000E-04
50,2.49575E+03,nonstructural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,3.62223E-08,2.00000E-02
100,2.63857E+04,nonstructural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,3.82951E-07,1.00000E-02
250,2.10903E+05,nonstructural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,3.06097E-06,4.00000E-03
500,5.86097E+05,nonstructural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,8.50639E-06,2.00000E-03
1000,1.15048E+06,nonstructural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1.66976E-05,1.00000E-03
2500,2.41818E+06,nonstructural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,3.50965E-05,4.00000E-04
1000,2.73240E-05,occupants,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,5.82146E-11,1.00000E-03
2500,1.10227E-03,occupants,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,2.34841E-09,4.00000E-04
25,4.36369E+02,structural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1.84010E-08,4.00000E-02
50,1.15786E+05,structural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,4.88249E-06,2.00000E-02
100,9.29221E+05,structural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,3.91837E-05,1.00000E-02
250,5.13515E+06,structural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,2.16541E-04,4.00000E-03
500,1.19253E+07,structural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,5.02870E-04,2.00000E-03
1000,1.88048E+07,structural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,7.92966E-04,1.00000E-03
2500,2.59754E+07,structural,Canada,East,Newfoundland and Labrador / Terre-Neuve-et-Labrador,1.09534E-03,4.00000E-04
250,7.98930E+01,contents,Canada,East_Arctic,Manitoba,5.21367E-07,4.00000E-03
500,8.63531E+02,contents,Canada,East_Arctic,Manitoba,5.63524E-06,2.00000E-03
1000,3.56077E+03,contents,Canada,East_Arctic,Manitoba,2.32369E-05,1.00000E-03
2500,1.48884E+04,contents,Canada,East_Arctic,Manitoba,9.71591E-05,4.00000E-04
250,3.18821E+02,nonstructural,Canada,East_Arctic,Manitoba,4.56922E-07,4.00000E-03
500,2.38411E+03,nonstructural,Canada,East_Arctic,Manitoba,3.41681E-06,2.00000E-03
1000,9.98979E+03,nonstructural,Canada,East_Arctic,Manitoba,1.43170E-05,1.00000E-03
2500,4.06175E+04,nonstructural,Canada,East_Arctic,Manitoba,5.82114E-05,4.00000E-04
250,6.52294E+03,structural,Canada,East_Arctic,Manitoba,2.79195E-05,4.00000E-03
500,4.47532E+04,structural,Canada,East_Arctic,Manitoba,1.91552E-04,2.00000E-03
1000,1.01417E+05,structural,Canada,East_Arctic,Manitoba,4.34085E-04,1.00000E-03
2500,2.72152E+05,structural,Canada,East_Arctic,Manitoba,1.16486E-03,4.00000E-04
25,2.94516E+02,contents,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,7.23586E-06,4.00000E-02
50,1.27734E+03,contents,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,3.13825E-05,2.00000E-02
100,3.65855E+03,contents,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,8.98856E-05,1.00000E-02
250,1.38238E+04,contents,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,3.39631E-04,4.00000E-03
500,3.62900E+04,contents,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,8.91595E-04,2.00000E-03
1000,9.80280E+04,contents,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,2.40842E-03,1.00000E-03
2500,2.84575E+05,contents,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,6.99162E-03,4.00000E-04
25,1.23353E+03,nonstructural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,3.55281E-06,4.00000E-02
50,6.03987E+03,nonstructural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.73960E-05,2.00000E-02
100,2.36403E+04,nonstructural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,6.80887E-05,1.00000E-02
250,1.30316E+05,nonstructural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,3.75336E-04,4.00000E-03
500,3.63681E+05,nonstructural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.04747E-03,2.00000E-03
1000,9.57062E+05,nonstructural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,2.75652E-03,1.00000E-03
2500,2.50463E+06,nonstructural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,7.21382E-03,4.00000E-04
500,7.62028E-06,occupants,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.22249E-08,2.00000E-03
1000,1.09969E-04,occupants,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.76420E-07,1.00000E-03
2500,1.11560E-03,occupants,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.78972E-06,4.00000E-04
25,2.98336E+04,structural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,2.93188E-04,4.00000E-02
50,7.57806E+04,structural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,7.44731E-04,2.00000E-02
100,1.68392E+05,structural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.65486E-03,1.00000E-02
250,4.55540E+05,structural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,4.47680E-03,4.00000E-03
500,6.59362E+05,structural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,6.47986E-03,2.00000E-03
1000,9.12209E+05,structural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,8.96470E-03,1.00000E-03
2500,1.58142E+06,structural,Canada,East_Arctic,Northwest Territories / Territoires du Nord-Ouest,1.55414E-02,4.00000E-04
25,1.60436E+02,contents,Canada,East_Arctic,Nunavut,1.56722E-07,4.00000E-02
50,1.78197E+03,contents,Canada,East_Arctic,Nunavut,1.74073E-06,2.00000E-02
100,5.13845E+03,contents,Canada,East_Arctic,Nunavut,5.01951E-06,1.00000E-02
250,1.77611E+04,contents,Canada,East_Arctic,Nunavut,1.73500E-05,4.00000E-03
500,3.45477E+04,contents,Canada,East_Arctic,Nunavut,3.37481E-05,2.00000E-03
1000,7.88930E+04,contents,Canada,East_Arctic,Nunavut,7.70670E-05,1.00000E-03
2500,2.07982E+05,contents,Canada,East_Arctic,Nunavut,2.03168E-04,4.00000E-04
25,6.36319E+02,nonstructural,Canada,East_Arctic,Nunavut,1.43888E-07,4.00000E-02
50,4.28947E+03,nonstructural,Canada,East_Arctic,Nunavut,9.69957E-07,2.00000E-02
100,1.68344E+04,nonstructural,Canada,East_Arctic,Nunavut,3.80669E-06,1.00000E-02
250,6.58536E+04,nonstructural,Canada,East_Arctic,Nunavut,1.48912E-05,4.00000E-03
500,1.68331E+05,nonstructural,Canada,East_Arctic,Nunavut,3.80639E-05,2.00000E-03
1000,3.76522E+05,nonstructural,Canada,East_Arctic,Nunavut,8.51413E-05,1.00000E-03
2500,8.99116E+05,nonstructural,Canada,East_Arctic,Nunavut,2.03313E-04,4.00000E-04
250,1.46424E-06,occupants,Canada,East_Arctic,Nunavut,4.20682E-11,4.00000E-03
500,2.09111E-05,occupants,Canada,East_Arctic,Nunavut,6.00783E-10,2.00000E-03
1000,2.35925E-04,occupants,Canada,East_Arctic,Nunavut,6.77821E-09,1.00000E-03
2500,2.64777E-03,occupants,Canada,East_Arctic,Nunavut,7.60712E-08,4.00000E-04
25,3.56110E+04,structural,Canada,East_Arctic,Nunavut,2.58593E-05,4.00000E-02
50,1.04173E+05,structural,Canada,East_Arctic,Nunavut,7.56461E-05,2.00000E-02
100,2.19250E+05,structural,Canada,East_Arctic,Nunavut,1.59211E-04,1.00000E-02
250,4.48013E+05,structural,Canada,East_Arctic,Nunavut,3.25329E-04,4.00000E-03
500,6.92570E+05,structural,Canada,East_Arctic,Nunavut,5.02917E-04,2.00000E-03
1000,9.77865E+05,structural,Canada,East_Arctic,Nunavut,7.10087E-04,1.00000E-03
2500,1.49705E+06,structural,Canada,East_Arctic,Nunavut,1.08709E-03,4.00000E-04
250,1.25164E+02,contents,Canada,East_Arctic,Quebec / Québec,2.00242E-06,4.00000E-03
500,4.92361E+02,contents,Canada,East_Arctic,Quebec / Québec,7.87696E-06,2.00000E-03
1000,1.20278E+03,contents,Canada,East_Arctic,Quebec / Québec,1.92425E-05,1.00000E-03
2500,3.22475E+03,contents,Canada,East_Arctic,Quebec / Québec,5.15906E-05,4.00000E-04
250,5.47601E+02,nonstructural,Canada,East_Arctic,Quebec / Québec,8.88619E-07,4.00000E-03
500,2.30013E+03,nonstructural,Canada,East_Arctic,Quebec / Québec,3.73254E-06,2.00000E-03
1000,6.92713E+03,nonstructural,Canada,East_Arctic,Quebec / Québec,1.12410E-05,1.00000E-03
2500,3.33146E+04,nonstructural,Canada,East_Arctic,Quebec / Québec,5.40613E-05,4.00000E-04
250,2.32022E+04,structural,Canada,East_Arctic,Quebec / Québec,1.48479E-04,4.00000E-03
500,6.66610E+04,structural,Canada,East_Arctic,Quebec / Québec,4.26586E-04,2.00000E-03
1000,1.27476E+05,structural,Canada,East_Arctic,Quebec / Québec,8.15759E-04,1.00000E-03
2500,2.48484E+05,structural,Canada,East_Arctic,Quebec / Québec,1.59013E-03,4.00000E-04
5,2.23538E+06,contents,*total*,*total*,*total*,1.87436E-06,2.00000E-01
10,1.16858E+07,contents,*total*,*total*,*total*,9.79853E-06,1.00000E-01
25,5.89361E+07,contents,*total*,*total*,*total*,4.94177E-05,4.00000E-02
50,1.69728E+08,contents,*total*,*total*,*total*,1.42316E-04,2.00000E-02
100,4.44742E+08,contents,*total*,*total*,*total*,3.72915E-04,1.00000E-02
250,1.46832E+09,contents,*total*,*total*,*total*,1.23118E-03,4.00000E-03
500,2.98915E+09,contents,*total*,*total*,*total*,2.50639E-03,2.00000E-03
1000,4.07495E+09,contents,*total*,*total*,*total*,3.41683E-03,1.00000E-03
2500,6.41486E+09,contents,*total*,*total*,*total*,5.37884E-03,4.00000E-04
5,6.60406E+06,nonstructural,*total*,*total*,*total*,1.26812E-06,2.00000E-01
10,3.66198E+07,nonstructural,*total*,*total*,*total*,7.03175E-06,1.00000E-01
25,2.14360E+08,nonstructural,*total*,*total*,*total*,4.11615E-05,4.00000E-02
50,6.93555E+08,nonstructural,*total*,*total*,*total*,1.33177E-04,2.00000E-02
100,1.93151E+09,nonstructural,*total*,*total*,*total*,3.70890E-04,1.00000E-02
250,6.46212E+09,nonstructural,*total*,*total*,*total*,1.24086E-03,4.00000E-03
500,1.26258E+10,nonstructural,*total*,*total*,*total*,2.42441E-03,2.00000E-03
1000,1.77143E+10,nonstructural,*total*,*total*,*total*,3.40152E-03,1.00000E-03
2500,2.76649E+10,nonstructural,*total*,*total*,*total*,5.31222E-03,4.00000E-04
5,1.63939E-02,occupants,*total*,*total*,*total*,4.66374E-10,2.00000E-01
10,2.94707E-01,occupants,*total*,*total*,*total*,8.38385E-09,1.00000E-01
25,3.58221E+00,occupants,*total*,*total*,*total*,1.01907E-07,4.00000E-02
50,1.45245E+01,occupants,*total*,*total*,*total*,4.13193E-07,2.00000E-02
100,5.09262E+01,occupants,*total*,*total*,*total*,1.44875E-06,1.00000E-02
250,2.25466E+02,occupants,*total*,*total*,*total*,6.41408E-06,4.00000E-03
500,4.59153E+02,occupants,*total*,*total*,*total*,1.30620E-05,2.00000E-03
1000,7.33077E+02,occupants,*total*,*total*,*total*,2.08546E-05,1.00000E-03
2500,1.30386E+03,occupants,*total*,*total*,*total*,3.70922E-05,4.00000E-04
5,3.93906E+07,structural,*total*,*total*,*total*,2.14103E-05,2.00000E-01
10,1.69034E+08,structural,*total*,*total*,*total*,9.18764E-05,1.00000E-01
25,6.12256E+08,structural,*total*,*total*,*total*,3.32784E-04,4.00000E-02
50,1.23051E+09,structural,*total*,*total*,*total*,6.68827E-04,2.00000E-02
100,2.34530E+09,structural,*total*,*total*,*total*,1.27476E-03,1.00000E-02
250,5.53457E+09,structural,*total*,*total*,*total*,3.00825E-03,4.00000E-03
500,9.14137E+09,structural,*total*,*total*,*total*,4.96868E-03,2.00000E-03
1000,1.23038E+10,structural,*total*,*total*,*total*,6.68758E-03,1.00000E-03
2500,1.93415E+10,structural,*total*,*total*,*total*,1.05129E-02,4.00000E-04
